0,6
1,16
2,22
3,22
4,21
5,19
6,18
7,19
8,19
9,17
10,16
11,18
12,19
13,18
14,17
15,16
16,16
17,14
18,12
19,12
20,11
21,10
22,10
23,8
24,7
25,7
26,7
27,6
28,6
29,6
30,5
31,5
32,3
33,3
34,3
35,3
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,2
51,2
52,2
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
