0,2
1,9
2,11
3,10
4,9
5,10
6,9
7,7
8,7
9,6
10,7
11,8
12,7
13,6
14,8
15,8
16,8
17,7
18,7
19,7
20,7
21,7
22,5
23,5
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,3
41,3
42,3
43,3
44,3
45,3
46,2
47,2
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
