0,7
1,19
2,19
3,18
4,22
5,19
6,17
7,18
8,15
9,13
10,11
11,13
12,12
13,11
14,11
15,12
16,10
17,10
18,10
19,8
20,8
21,8
22,8
23,7
24,7
25,7
26,7
27,6
28,5
29,5
30,5
31,5
32,4
33,4
34,4
35,3
36,3
37,3
38,3
39,3
40,3
41,3
42,3
43,3
44,3
45,3
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
56,3
57,3
58,3
59,3
60,3
61,3
62,3
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
