0,2
1,4
2,5
3,5
4,6
5,7
6,7
7,8
8,8
9,7
10,7
11,9
12,7
13,7
14,7
15,8
16,8
17,9
18,9
19,9
20,8
21,8
22,8
23,7
24,7
25,7
26,6
27,6
28,7
29,6
30,4
31,4
32,4
33,3
34,2
35,2
36,2
37,2
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,2
48,2
49,2
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
