0,10
1,22
2,24
3,22
4,23
5,22
6,22
7,21
8,16
9,17
10,18
11,17
12,17
13,16
14,14
15,12
16,12
17,12
18,13
19,10
20,11
21,11
22,10
23,10
24,7
25,8
26,7
27,7
28,7
29,7
30,6
31,2
32,2
33,2
34,2
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
